iter	Passed	Remaining
480	645	696
481	646	694
482	647	692
483	648	691
484	649	689
485	650	687
486	651	686
487	652	684
488	653	682
489	654	681
490	655	679
491	656	677
492	657	676
493	658	674
494	659	672
495	660	671
496	661	669
497	662	668
498	663	666
499	664	664
500	665	663
501	666	661
502	667	659
503	668	658
504	670	656
505	671	655
506	673	654
507	674	653
508	676	652
509	677	650
510	678	649
511	679	647
512	680	646
513	681	644
514	683	643
515	684	641
516	685	640
517	686	638
518	687	637
519	689	636
520	690	634
521	691	633
522	692	631
523	693	629
524	694	628
525	695	626
526	696	625
527	697	623
528	699	622
529	700	620
530	701	619
531	702	617
532	703	616
533	704	614
534	705	613
535	706	611
536	707	609
537	708	608
538	709	606
539	710	605
540	711	603
541	712	602
542	713	600
543	714	599
544	716	598
545	717	597
546	719	595
547	720	594
548	722	593
549	723	592
550	724	590
551	726	589
552	727	588
553	728	586
554	730	585
555	731	584
556	732	582
557	734	581
558	735	580
559	736	578
560	737	577
561	738	575
562	739	574
563	741	572
564	742	571
565	743	570
566	744	568
567	745	566
568	746	565
569	747	563
570	748	562
571	749	560
572	750	559
573	751	557
574	752	556
575	754	555
576	755	554
577	757	552
578	758	551
579	759	549
580	760	548
581	761	546
582	762	545
583	763	544
584	765	542
585	766	541
586	768	540
587	769	539
588	770	537
589	772	536
590	773	535
591	774	533
592	775	532
593	776	530
594	778	529
595	779	528
596	780	526
597	782	525
598	783	524
599	784	522
600	785	521
601	786	519
602	787	518
603	788	517
604	789	515
605	790	514
606	792	512
607	793	511
608	794	510
609	795	508
610	798	508
611	799	506
612	801	505
613	802	504
614	804	503
615	805	502
616	806	500
617	807	499
618	808	497
619	810	496
620	811	495
621	812	493
622	813	492
623	814	490
624	815	489
625	816	487
626	817	486
627	818	484
628	820	483
629	821	482
630	822	481
631	823	479
632	825	478
633	826	477
634	827	475
635	829	474
636	830	473
637	831	471
638	832	470
639	834	469
640	835	467
641	836	466
642	838	465
643	839	463
644	840	462
645	842	461
646	843	460
647	845	459
648	846	457
649	847	456
650	848	454
651	849	453
652	850	452
653	853	451
654	854	449
655	855	448
656	856	447
657	857	445
658	858	444
659	860	443
660	861	441
661	862	440
662	863	438
663	864	437
664	865	436
665	867	435
666	869	434
667	870	432
668	871	431
669	872	429
670	874	428
671	875	427
672	877	426
673	878	424
674	879	423
675	880	422
676	881	420
677	883	419
678	884	418
679	885	416
680	886	415
681	887	413
682	888	412
683	889	411
684	890	409
685	892	408
686	893	406
687	894	405
688	895	404
689	896	402
690	898	401
691	899	400
692	900	399
693	902	397
694	903	396
695	904	395
696	906	393
697	907	392
698	908	391
699	909	389
700	911	388
701	913	387
702	914	386
703	915	385
704	916	383
705	917	382
706	918	380
707	920	379
708	921	378
709	922	376
710	923	375
711	924	373
712	925	372
713	926	371
714	927	369
715	928	368
716	929	366
717	929	365
718	930	363
719	931	362
720	932	360
721	934	359
722	935	358
723	935	356
724	937	355
725	938	354
726	939	352
727	939	351
728	941	349
729	941	348
730	942	346
731	943	345
732	944	344
733	945	342
734	946	341
735	947	339
736	948	338
737	949	337
738	950	335
739	951	334
740	952	332
741	953	331
742	954	330
743	954	328
744	955	327
745	956	325
746	957	324
747	958	323
748	959	321
749	960	320
750	961	318
751	962	317
752	963	316
753	964	314
754	965	313
755	967	312
756	968	310
757	969	309
758	971	308
759	972	307
760	973	305
761	974	304
762	975	302
763	976	301
764	977	300
765	978	298
766	979	297
767	980	296
768	981	294
769	982	293
770	982	291
771	983	290
772	984	289
773	985	287
774	986	286
775	987	284
776	988	283
777	989	282
778	989	280
779	990	279
780	991	278
781	992	276
782	993	275
783	994	274
784	995	272
785	996	271
786	997	269
787	998	268
788	999	267
789	1000	265
790	1001	264
791	1001	263
792	1002	261
793	1003	260
794	1004	259
795	1005	257
796	1006	256
797	1007	255
798	1008	253
799	1009	252
800	1010	251
801	1011	249
802	1012	248
803	1013	246
804	1013	245
805	1014	244
806	1015	242
807	1016	241
808	1017	240
809	1018	238
810	1019	237
811	1020	236
812	1021	235
813	1023	233
814	1025	232
815	1026	231
816	1027	230
817	1028	228
818	1029	227
819	1030	226
820	1031	224
821	1032	223
822	1033	222
823	1034	220
824	1035	219
825	1036	218
826	1036	216
827	1037	215
828	1038	214
829	1039	212
830	1040	211
831	1041	210
832	1042	208
833	1043	207
834	1044	206
835	1045	205
836	1046	203
837	1046	202
838	1048	201
839	1048	199
840	1049	198
841	1050	197
842	1051	195
843	1052	194
844	1053	193
845	1054	191
846	1055	190
847	1056	189
848	1056	187
849	1057	186
850	1058	185
851	1059	184
852	1060	182
853	1061	181
854	1062	180
855	1063	178
856	1064	177
857	1065	176
858	1066	174
859	1066	173
860	1067	172
861	1068	171
862	1069	169
863	1070	168
864	1071	167
865	1072	165
866	1072	164
867	1073	163
868	1074	162
869	1075	160
870	1076	159
871	1077	158
872	1078	156
873	1079	155
874	1080	154
875	1081	153
876	1081	151
877	1082	150
878	1083	149
879	1084	147
880	1085	146
881	1086	145
882	1087	144
883	1088	142
884	1089	141
885	1090	140
886	1090	138
887	1091	137
888	1092	136
889	1093	135
890	1094	133
891	1095	132
892	1096	131
893	1097	130
894	1098	128
895	1099	127
896	1099	126
897	1100	125
898	1101	123
899	1102	122
900	1103	121
901	1104	120
902	1105	118
903	1106	117
904	1107	116
905	1108	114
906	1109	113
907	1110	112
908	1110	111
909	1111	109
910	1112	108
911	1113	107
912	1114	106
913	1115	104
914	1116	103
915	1117	102
916	1118	101
917	1118	99
918	1119	98
919	1120	97
920	1121	96
921	1122	94
922	1123	93
923	1124	92
924	1125	91
925	1126	89
926	1126	88
927	1127	87
928	1128	86
929	1129	85
930	1130	83
931	1131	82
932	1132	81
933	1133	80
934	1133	78
935	1134	77
936	1135	76
937	1136	75
938	1137	73
939	1138	72
940	1139	71
941	1140	70
942	1140	68
943	1141	67
944	1142	66
945	1143	65
946	1144	64
947	1145	62
948	1146	61
949	1147	60
950	1148	59
951	1149	57
952	1150	56
953	1151	55
954	1152	54
955	1153	53
956	1154	51
957	1154	50
958	1155	49
959	1156	48
960	1157	46
961	1158	45
962	1159	44
963	1160	43
964	1161	42
965	1162	40
966	1163	39
967	1163	38
968	1164	37
969	1165	36
970	1166	34
971	1167	33
972	1168	32
973	1169	31
974	1170	30
975	1171	28
976	1172	27
977	1173	26
978	1174	25
979	1175	23
980	1176	22
981	1176	21
982	1177	20
983	1178	19
984	1179	17
985	1180	16
986	1181	15
987	1182	14
988	1183	13
989	1184	11
990	1184	10
991	1185	9
992	1186	8
993	1187	7
994	1188	5
995	1189	4
996	1190	3
997	1191	2
998	1192	1
999	1193	0
